Index,Cluster_ID,Orbital_Radius,X_Orbit,Y_Orbit,Z_Height,Energy_Level
0,1,80.88850500466627,79.59802518939321,-14.391130179337674,5.474876269368279,1.2432006713349475
1,3,113.32327820644949,-55.432415712251355,98.84033929403773,8.08539668982642,1.2071206421006981
2,2,41.90098925502981,-41.6345153744946,4.718053632706677,5.91435323737685,2.721016763496878
3,2,43.05292872641912,14.303928090405226,40.60729384121331,6.1160454696167905,2.7220502451533406
4,1,82.7989522396552,-63.53824127586752,-53.09009688778451,4.696861764410569,1.6741212210646652
5,1,85.4039036277731,-16.363072628691082,83.82169533605328,-1.4937786679692104,1.18097558976998
6,1,84.16961077274452,22.468819066632893,81.11519923778913,1.7865994104694065,1.2649691063154616
7,3,122.29590039614219,-121.63348262225762,-12.711536448599936,9.422567384558945,1.2607745448248886
8,2,39.649171442706766,39.6254488978917,1.3713481446107116,8.400157912853722,2.7513800811334397
9,2,31.69519533242004,31.658454081198435,1.5256776687463351,5.01619510498759,3.43734765314688
10,1,82.14809109566293,15.86487350254228,80.60157975753123,-0.7531054120837481,1.5488273417943519
11,3,121.03843843581555,117.83096452825664,27.679728635256392,10.239422891932273,1.1657171269261928
12,3,121.35789418597686,94.46021785138643,76.19058816365293,7.7292752223487415,1.2898792261289111
13,1,73.61625712089845,-38.99959494759758,62.43704754721794,0.6206666818192774,1.8568703119456473
14,1,74.59471729795868,24.200517035645436,-70.55995198389672,1.7513092205735519,1.7006562354456594
15,1,85.26576426666452,-76.67708124216824,-37.29444688100812,2.6309492846883007,1.3164142598569266
16,1,79.80222423071673,-79.54957803247846,-6.345047440658799,1.7905106709235745,1.6929741061740962
17,2,43.40750348686312,-11.713978177755967,41.797058200465386,1.5888678858018617,2.3283596242839613
18,2,40.14159188065231,36.507319293718474,-16.690207808752472,7.794132393774264,2.606722148809315
19,1,80.14878069747873,-63.94681824757069,48.318024414339405,5.549750082557445,1.6963724756863514
20,2,44.69141902987999,38.165323289341536,23.25362408581432,7.303043982679012,2.3656617636412136
21,1,77.41977635891313,-57.403776252146415,-51.94832281659952,0.7246286591503668,1.4019851638610479
22,1,80.48060388470492,60.7562316883889,52.7807532408698,2.597016932104964,1.3115980547693242
23,1,77.6886235564748,-43.75752921862859,64.19346436188434,2.986957369541084,1.716745629679402
24,2,37.827518862838424,-37.78650574897455,-1.7610129474566438,7.19758877912382,2.893607217880882
25,3,118.4541393826568,83.34955939265785,-84.16789225076083,10.336680977436162,1.1816551747450874
26,1,81.11066885816857,-81.04399922968618,3.2879768061988557,1.5316524024430085,1.3524166265812692
27,2,37.60625689168261,-11.112223935513551,-35.926995930779206,6.163991112827121,3.03815218123139
28,2,46.278780627867604,46.231653700277306,-2.087997255728442,6.914560809230482,2.5408202928066213
29,1,75.52696348890248,51.18437454046061,55.53811319045558,5.911644644293533,1.4803294696655467
30,2,39.06564177919321,-6.046116582385313,38.59493285254492,7.409013079649446,2.7651354334230187
31,1,77.80134470862913,-61.347891030072226,47.84856847005266,4.578113374751037,1.3901699666407128
32,1,87.23488942176867,-76.9222029783379,41.144873573600755,3.167653255858722,1.6346108464947295
33,3,120.98277388255788,-102.56292622960623,64.16913385373437,11.820918290407008,1.149365242973443
34,3,125.15922269734317,104.65689966609949,-68.64229292850818,9.819525591918994,1.266254211459085
35,3,112.57219813481514,-25.224150353981525,-109.70980827539447,7.277824179652859,1.0400115721656193
36,1,81.33525132934629,-63.34682097022227,-51.01571700735506,5.806739940250381,1.6204246597417666
37,1,84.44815397811719,-30.7777332738512,78.63982353003765,4.395806545078055,1.5670878297282573
38,2,40.41141994637712,18.072212876384338,-36.14523459369291,5.113911957743035,2.8203758653907407
39,2,45.32740187532676,43.53242271158876,-12.62939165704061,5.041014065201513,2.6889904981636414
40,1,77.41355774949814,33.48752821023633,-69.79573323494431,3.5931510902815234,1.4885410607600158
41,2,47.0467372009279,47.044462403048655,0.4626429090719682,6.926369590535169,2.190904575274883
42,1,91.49449061809625,-59.899753648531856,-69.16112583171342,3.3945845312624128,1.4288164137201362
43,3,118.18580719780171,112.137987201407,37.32233713760485,9.62261734688577,1.210780186946126
44,1,77.77248739299614,-3.7159210202417956,77.68366447500445,6.399914749152761,1.5733320316920556
45,2,47.2669223855885,43.999440571545655,17.26879211746639,8.143086304469772,2.219053353965002
46,1,87.89786072865357,-69.8586758535038,-53.34603386071795,3.3812711825300488,1.3899120870466357
47,2,37.38569986423366,-14.504160379358423,-34.4575084129484,7.882621161534967,2.830914394551305
48,2,37.89906591452071,28.509046186480536,24.97145335638888,3.934952192944921,2.8523207222952323
49,1,78.59107695569746,-58.57130008132762,52.401910116325254,3.795854099893618,1.5950183688714448
